state_abbr,municipio_name,sex,pop_15,no_school,preschool,elementary,secondary,highschool,higher_edu,other,schoolyrs
MEX,Lerma,Mujeres,54267,6.38141043359684,0.15294746346766386,24.709307682385166,33.34070429542809,21.2283708331029,14.0214126448854,0.16584664713361,8.8267137000000009
MEX,Luvianos,Total,18463,22.4232248280344,0.28706060770188946,30.395926989113324,28.03986351080532,12.0619617613605,6.64572388019281,0.14623842279152,6.3115875
MEX,Luvianos,Hombres,8873,21.717570156655,0.31556407077650966,31.33100416995376,28.096472444494463,11.7209512002704,6.60430519553702,0.21413276231263,6.3179249
MEX,Luvianos,Mujeres,9590,23.0761209593326,0.2606882168925919,29.530761209593294,27.987486965589106,12.3774765380604,6.68404588112617,0.08342022940563,6.3057324
MEX,Malinalco,Total,19305,7.78554778554778,0.227920227920226,37.99015799015795,32.25589225589216,14.1724941724941,6.86350686350686,0.7044807044807,7.3458449
MEX,Malinalco,Hombres,9266,7.24152816749406,0.23742715303258663,37.39477660263323,34.157133606734206,13.1987912799481,7.02568530110079,0.74465788905676,7.4108119
MEX,Malinalco,Mujeres,10039,8.28767805558322,0.2191453332005117,38.539695188763794,30.501045920908396,15.0712222332901,6.71381611714314,0.66739715111066,7.2859449
MEX,Melchor Ocampo,Total,40822,3.21640291999412,0.15677820782911098,22.235559257263223,32.440840723139424,25.7924648473862,15.9056391161628,0.25231492822497,9.4831444
MEX,Melchor Ocampo,Hombres,19540,2.40020470829068,0.13306038894574695,20.783009211873036,35.03582395086998,26.3357215967246,15.1381780962128,0.1740020470829,9.5863237
MEX,Melchor Ocampo,Mujeres,21282,3.96579268865708,0.1785546471196274,23.56921341979132,30.058265200639017,25.2936754064467,16.6102809886288,0.32421764871722,9.3882963
MEX,Metepec,Total,176276,2.15571036329392,0.10835281036556194,15.29533231977123,22.521500374412803,22.8902403049762,36.8081871610429,0.22067666613719,11.3904463
MEX,Metepec,Hombres,83471,1.2159911825664,0.18808927651519589,12.83080351259717,23.914892597429002,22.8534461070311,38.8829653412562,0.11381198260473,11.7275976
MEX,Metepec,Mujeres,92805,3.00091589892786,0.03663595711437756,17.51198750067342,21.26825063304777,22.9233338720974,34.9420828619147,0.31679327622434,11.0866348
MEX,Mexicaltzingo,Total,9226,3.57684803815304,0.19510080208107466,20.875785822675017,33.60069369174069,24.0190765228701,17.5157164535009,0.21677866897897,9.6176598
MEX,Mexicaltzingo,Hombres,4362,2.70518110958276,0.18340210912425475,20.03668042182483,36.17606602475927,24.0256762952774,16.6895919303072,0.18340210912425,9.6654394
MEX,Mexicaltzingo,Mujeres,4864,4.35855263157894,0.20559210526315375,21.628289473684173,31.2911184210526,24.0131578947368,18.2565789473684,0.24671052631578,9.5748453
MEX,Morelos,Total,20431,11.874112867701,0.21046449023542366,38.91635260143895,30.08173853457975,12.8823846116196,5.91258381870686,0.12236307571827,6.8617083
MEX,Morelos,Hombres,9462,8.79306700486155,0.14796026210103266,38.57535404776998,32.87888395688009,13.5595011625449,5.89727330374128,0.14796026210103,7.1893095
MEX,Morelos,Mujeres,10969,14.5318625216519,0.26438143859968843,39.210502324733305,27.668885039657148,12.2982951955511,5.92579086516546,0.10028261464126,6.5793803
MEX,Naucalpan de Juárez,Total,648734,3.32771212854575,0.09557075781444935,19.667074640761797,28.96826742547791,23.3741410192775,24.1798641662068,0.38736986191566,10.1895495
MEX,Naucalpan de Juárez,Hombres,307974,2.22616194873593,0.06461584419463802,17.005981024372158,30.49218440517698,23.7614214186911,25.9794657990609,0.47016955976803,10.5549636
MEX,Naucalpan de Juárez,Mujeres,340760,4.32327737997417,0.12354736471416486,22.07213287944587,27.590973118910583,23.024122549595,22.5534100246507,0.31253668270923,9.859904
MEX,Nextlalpan,Total,27332,3.3769939997073,0.10976145177813004,23.87311576174443,35.19683887018878,26.1232255231962,11.2285965169032,0.09146787648177,9.0704891
MEX,Nextlalpan,Hombres,13069,2.17308133751626,0.22955084551227575,22.495982860203483,37.95240645803037,25.6255260540209,11.4316321065115,0.09182033820491,9.2063127
MEX,Nextlalpan,Mujeres,14263,4.48012339619995,0,25.13496459370396,32.67194839795269,26.5792610250298,11.04255766669,0.09114492042347,8.9460047
MEX,Nezahualcóyotl,Total,809589,2.9337108088178,0.09486294897781258,19.94283519168362,28.436280631283218,28.5964853771481,19.783124523678,0.21270051841119,9.9305456
MEX,Nezahualcóyotl,Hombres,381349,1.96565350899045,0.08050368560032554,17.364408979700976,30.291412852793556,29.4921449905467,20.6456552921339,0.16022069023388,10.2046255
MEX,Nezahualcóyotl,Mujeres,428240,3.79576872781617,0.10764991593498524,22.238931440313774,26.78427984307858,27.7988978143097,19.0150382962824,0.25943396226415,9.6861375
MEX,Nicolás Romero,Total,295764,3.85543879579664,0.1193519157165805,23.654332508351214,33.506444327233844,25.2880675132876,13.4225260680813,0.1538388715327,9.1735999
MEX,Nicolás Romero,Hombres,139812,2.74225388378679,0.13446628329470522,21.912997453723495,36.148542328269315,25.8683088719137,13.0654021114067,0.12802906760506,9.3394955
MEX,Nicolás Romero,Mujeres,155952,4.8534164358264,0.10580178516466388,25.215450907971643,31.13778598543138,24.7678772955781,13.7426900584795,0.17697753154816,9.0247158
MEX,Nopaltepec,Total,6358,5.17458320226486,0.1258257313620627,28.87700534759353,31.36206354199428,24.2843661528782,10.066058508965,0.1100975149418,8.5173969
MEX,Nopaltepec,Hombres,3083,4.08692831657476,0.19461563412260216,27.79759974051245,32.371067142393734,26.0784949724294,9.47129419396691,0,8.6457085
MEX,Nopaltepec,Mujeres,3275,6.19847328244274,0.06106870229007397,29.89312977099231,30.412213740457982,22.5954198473282,10.6259541984732,0.21374045801526,8.3969394
MEX,Ocoyoacac,Total,48263,4.01135445372231,0.15539854546961243,20.481528292895167,33.447982926879796,24.8782711393821,16.8079066779934,0.21755796365746,9.5551743
MEX,Ocoyoacac,Hombres,23054,2.66764986553309,0.09976576732887667,17.532749197536187,36.201960614210066,26.6331222347531,16.6478702177496,0.21688210288886,9.8312214
MEX,Ocoyoacac,Mujeres,25209,5.24019199492244,0.2062755365147325,23.178229997223166,30.929429965488467,23.2734340909992,16.9542623666151,0.21817604823674,9.3028892
MEX,Ocuilan,Total,22919,6.5273353985776,0.36214494524193663,35.41166717570574,36.092325145076074,16.2092586936602,5.31873118373402,0.07853745800427,7.4101273
MEX,Ocuilan,Hombres,11025,4.96145124716553,0.2358276643990912,33.63265306122446,39.45578231292509,16.5532879818594,5.08843537414966,0.07256235827664,7.6147272
