state_abbr,municipio_name,pop,pop_male,pop_female,afromexican,indigenous,metro_area
PUE,Tianguismanalco,12783,6096,6687,6,9033,NA
PUE,Tilapa,8547,4110,4437,12,1438,NA
PUE,Tlacotepec de Benito Juárez,52508,25109,27399,38,30657,NA
PUE,Tlacuilotepec,16496,8021,8475,4,9217,NA
PUE,Tlachichuca,28953,14053,14900,0,1745,NA
PUE,Tlahuapan,40220,19840,20380,21,9085,NA
PUE,Tlaltenango,7125,3480,3645,0,2179,Puebla-Tlaxcala
PUE,Tlanepantla,4957,2344,2613,0,109,NA
PUE,Tlaola,19982,9510,10472,0,16715,NA
PUE,Tlapacoya,6493,3151,3342,0,4806,NA
PUE,Tlapanalá,8444,4054,4390,16,3112,NA
PUE,Tlatlauquitepec,53498,24993,28505,10,27595,NA
PUE,Tlaxco,5345,2646,2699,0,2814,NA
PUE,Tochimilco,17956,8595,9361,0,9411,NA
PUE,Tochtepec,21229,10150,11079,6,5173,NA
PUE,Totoltepec de Guerrero,1180,532,648,0,813,NA
PUE,Tulcingo,9150,4243,4907,38,4201,NA
PUE,Tuzamapan de Galeana,6314,3097,3217,3,5974,NA
PUE,Tzicatlacoyan,7126,3509,3617,0,3253,NA
PUE,Venustiano Carranza,29090,13848,15242,46,4749,NA
PUE,Vicente Guerrero,24660,11760,12900,3,20904,NA
PUE,Xayacatlán de Bravo,1513,699,814,2,1332,NA
PUE,Xicotepec,81455,38757,42698,35,30319,NA
PUE,Xicotlán,1177,559,618,1,634,NA
PUE,Xiutetelco,39959,18806,21153,49,12129,NA
PUE,Xochiapulco,3357,1575,1782,1,2853,NA
PUE,Xochiltepec,3301,1497,1804,0,643,NA
PUE,Xochitlán de Vicente Suárez,12740,6038,6702,0,11788,NA
PUE,Xochitlán Todos Santos,6336,2993,3343,0,797,NA
PUE,Yaonáhuac,7943,3693,4250,2,6929,NA
PUE,Yehualtepec,25057,12107,12950,23,9228,NA
PUE,Zacapala,4396,2080,2316,1,2041,NA
PUE,Zacapoaxtla,55299,25896,29403,18,45047,NA
PUE,Zacatlán,82457,38902,43555,15,27429,NA
PUE,Zapotitlán,8495,3932,4563,3,6326,NA
PUE,Zapotitlán de Méndez,5469,2679,2790,1,5252,NA
PUE,Zaragoza,16173,7358,8815,39,7583,NA
PUE,Zautla,19050,8828,10222,12,16476,NA
PUE,Zihuateutla,13320,6397,6923,8,7565,NA
PUE,Zinacatepec,16817,8014,8803,2,13635,NA
PUE,Zongozotla,4902,2396,2506,10,4792,NA
PUE,Zoquiapan,2442,1125,1317,1,2343,NA
PUE,Zoquitlán,18278,8780,9498,1,17787,NA
QRO,Amealco de Bonfil,61259,29486,31773,5,38968,NA
QRO,Pinal de Amoles,25623,12481,13142,2,3788,NA
QRO,Arroyo Seco,13307,6418,6889,2,2246,NA
QRO,Cadereyta de Montes,69549,32866,36683,41,32026,NA
QRO,Colón,62667,31172,31495,4,15995,NA
QRO,Corregidora,181684,87686,93998,105,16654,Querétaro
QRO,Ezequiel Montes,40572,19391,21181,21,12755,NA
QRO,Huimilpan,38295,17910,20385,5,8064,Querétaro
QRO,Jalpan de Serra,26902,12548,14354,20,5390,NA
QRO,Landa de Matamoros,17947,8499,9448,0,896,NA
QRO,El Marqués,156275,78346,77929,181,25045,Querétaro
QRO,Pedro Escobedo,68313,33287,35026,24,24123,NA
QRO,Peñamiller,20144,9816,10328,2,6794,NA
QRO,Querétaro,878931,431607,447324,1339,126654,Querétaro
QRO,San Joaquín,9480,4414,5066,6,2924,NA
QRO,San Juan del Río,268408,129494,138914,584,33126,NA
QRO,Tequisquiapan,70742,34323,36419,10,11380,NA
QRO,Tolimán,28274,13692,14582,7,24016,NA
QROO,Cozumel,86415,42577,43838,336,32985,NA
QROO,Felipe Carrillo Puerto,81742,40542,41200,36,74906,NA
QROO,Isla Mujeres,19495,10171,9324,125,9137,Cancún
QROO,Othón P. Blanco,224080,108635,115445,1573,87458,NA
QROO,Benito Juárez,743626,370758,372868,4841,287593,Cancún
QROO,José María Morelos,37502,19194,18308,26,33963,NA
QROO,Lázaro Cárdenas,27243,13831,13412,29,22924,NA
QROO,Solidaridad,209634,109224,100410,1287,70447,NA
QROO,Tulum,32714,17125,15589,81,21591,NA
QROO,Bacalar,39111,19481,19630,124,26332,NA
SLP,Ahualulco,18369,8667,9702,0,834,NA
SLP,Alaquines,8296,4048,4248,2,5332,NA
SLP,Aquismón,48772,24417,24355,6,43212,NA
SLP,Armadillo de los Infante,4064,1998,2066,4,153,NA
SLP,Cárdenas,18491,8819,9672,11,2148,NA
SLP,Catorce,9705,4910,4795,1,674,NA
SLP,Cedral,19176,9278,9898,2,1465,NA
SLP,Cerritos,21288,10277,11011,4,1315,NA
SLP,Cerro de San Pedro,4535,2281,2254,7,379,NA
SLP,Ciudad del Maíz,32867,16356,16511,3,2298,NA
SLP,Ciudad Fernández,45385,21929,23456,4,4595,Rioverde
SLP,Tancanhuitz,20550,9987,10563,2,18520,NA
SLP,Ciudad Valles,177022,84834,92188,108,61976,NA
SLP,Coxcatlán,15184,7627,7557,2,14033,NA
SLP,Charcas,20839,10212,10627,4,1786,NA
SLP,Ebano,43569,21307,22262,44,17155,NA
SLP,Guadalcázar,26340,13175,13165,0,2941,NA
SLP,Huehuetlán,15828,7726,8102,0,13086,NA
SLP,Lagunillas,5462,2693,2769,2,786,NA
SLP,Matehuala,99015,47722,51293,62,7164,NA
SLP,Mexquitic de Carmona,57184,27420,29764,5,4107,NA
SLP,Moctezuma,19539,9295,10244,12,323,NA
SLP,Rayón,15279,7351,7928,0,5387,NA
SLP,Rioverde,94191,45495,48696,6,6180,Rioverde
SLP,Salinas,31794,15253,16541,6,3849,NA
SLP,San Antonio,9361,4706,4655,2,9103,NA
SLP,San Ciro de Acosta,10257,4987,5270,0,671,NA
SLP,San Luis Potosí,824229,395823,428406,564,83562,San Luis Potosí
SLP,San Martín Chalchicuautla,21176,10467,10709,0,15806,NA
SLP,San Nicolás Tolentino,5176,2480,2696,6,1713,NA
SLP,Santa Catarina,11791,5652,6139,0,9011,NA
SLP,Santa María del Río,39859,18942,20917,18,4089,NA
SLP,Santo Domingo,12210,6054,6156,0,240,NA
SLP,San Vicente Tancuayalab,14700,7312,7388,2,8452,NA
SLP,Soledad de Graciano Sánchez,309342,149597,159745,89,21725,San Luis Potosí
SLP,Tamasopo,30087,15075,15012,0,9974,NA
SLP,Tamazunchale,92291,45271,47020,24,66714,NA
SLP,Tampacán,15382,7748,7634,0,11484,NA
SLP,Tampamolón Corona,15598,7664,7934,8,13906,NA
SLP,Tamuín,38751,19061,19690,15,19432,NA
SLP,Tanlajás,19750,9915,9835,2,18649,NA
SLP,Tanquián de Escobedo,15120,7338,7782,4,7370,NA
SLP,Tierra Nueva,9383,4371,5012,0,1454,NA
SLP,Vanegas,7629,3809,3820,0,336,NA
SLP,Venado,14486,7108,7378,0,896,NA
SLP,Villa de Arriaga,17888,8732,9156,2,1833,NA
SLP,Villa de Guadalupe,9671,4790,4881,0,275,NA
SLP,Villa de la Paz,5227,2596,2631,3,396,NA
SLP,Villa de Ramos,37184,17893,19291,0,3466,NA
SLP,Villa de Reyes,49385,24403,24982,3,222,NA
SLP,Villa Hidalgo,14830,7328,7502,0,1260,NA
SLP,Villa Juárez,10048,4987,5061,0,269,NA
SLP,Axtla de Terrazas,37645,18437,19208,3,29508,NA
SLP,Xilitla,52062,25277,26785,4,34686,NA
SLP,Zaragoza,26236,12794,13442,2,1507,NA
SLP,Villa de Arista,15258,7532,7726,0,528,NA
SLP,Matlapa,31109,15391,15718,0,28005,NA
SLP,El Naranjo,21955,10908,11047,18,4364,NA
SIN,Ahome,449215,218353,230862,221,127991,NA
SIN,Angostura,47207,23677,23530,16,2806,NA
SIN,Badiraguato,31821,16484,15337,0,282,NA
SIN,Concordia,27157,13599,13558,3,2100,NA
SIN,Cosalá,16292,8286,8006,0,362,NA
SIN,Culiacán,905265,440904,464361,75,49946,NA
SIN,Choix,33027,16720,16307,5,13005,NA
SIN,Elota,53856,27852,26004,184,15502,NA
SIN,Escuinapa,59436,30231,29205,4,4749,NA
SIN,El Fuerte,100459,50177,50282,7,43669,NA
SIN,Guasave,295353,146014,149339,276,50679,NA
SIN,Mazatlán,502547,247428,255119,176,34614,NA
SIN,Mocorito,45351,23248,22103,24,2340,NA
SIN,Rosario,53773,27189,26584,8,2145,NA
SIN,Salvador Alvarado,81109,39247,41862,0,2861,NA
SIN,San Ignacio,21442,11110,10332,10,648,NA
SIN,Sinaloa,88659,44591,44068,0,8303,NA
SIN,Navolato,154352,78975,75377,139,18623,NA
SON,Aconchi,2756,1436,1320,1,219,NA
SON,Agua Prieta,82918,41707,41211,62,8014,NA
SON,Alamos,25694,13207,12487,13,16427,NA
SON,Altar,9578,4706,4872,0,350,NA
SON,Arivechi,1163,590,573,0,96,NA
SON,Arizpe,2677,1366,1311,0,125,NA
SON,Atil,582,293,289,0,1,NA
SON,Bacadéhuachi,1083,571,512,0,3,NA
SON,Bacanora,802,427,375,0,2,NA
SON,Bacerac,1367,701,666,0,46,NA
SON,Bacoachi,1554,771,783,0,79,NA
SON,Bácum,23053,11594,11459,0,8077,NA
SON,Banámichi,1612,807,805,0,16,NA
SON,Baviácora,3312,1716,1596,0,403,NA
SON,Bavispe,1457,771,686,0,0,NA
SON,Benjamín Hill,5233,2539,2694,1,731,NA
SON,Caborca,85631,42964,42667,43,9701,NA
SON,Cajeme,433050,210685,222365,23,59432,NA
SON,Cananea,35892,17759,18133,15,2407,NA
SON,Carbó,4840,2468,2372,9,720,NA
SON,La Colorada,2076,1146,930,0,149,NA
SON,Cucurpe,965,534,431,0,260,NA
SON,Cumpas,6109,3033,3076,0,521,NA
SON,Divisaderos,717,364,353,0,31,NA
SON,Empalme,56177,28183,27994,0,6273,Guaymas
SON,Etchojoa,63216,32102,31114,0,53278,NA
SON,Fronteras,8666,4364,4302,3,702,NA
SON,Granados,1064,534,530,4,92,NA
SON,Guaymas,158046,78434,79612,139,37129,Guaymas
SON,Hermosillo,884273,433646,450627,747,97635,NA
SON,Huachinera,1231,638,593,1,434,NA
SON,Huásabas,890,479,411,0,22,NA
SON,Huatabampo,80524,40185,40339,4,51103,NA
SON,Huépac,927,472,455,0,12,NA
SON,Imuris,12812,6431,6381,24,1683,NA
SON,Magdalena,31180,15538,15642,4,2912,NA
SON,Mazatán,1237,673,564,0,41,NA
SON,Moctezuma,4967,2439,2528,0,261,NA
SON,Naco,6160,3075,3085,14,539,NA
SON,Nácori Chico,2019,1051,968,0,164,NA
SON,Nacozari de García,13843,6876,6967,46,1157,NA
SON,Navojoa,163650,79786,83864,14,64974,NA
SON,Nogales,233952,115994,117958,116,21321,NA
SON,Onavas,468,254,214,0,110,NA
SON,Opodepe,2643,1404,1239,0,672,NA
SON,Oquitoa,372,166,206,0,21,NA
SON,Pitiquito,9514,4859,4655,10,1112,NA
SON,Puerto Peñasco,62177,31519,30658,94,8013,NA
SON,Quiriego,2839,1514,1325,1,2404,NA
SON,Rayón,1444,752,692,0,72,NA
SON,Rosario,5025,2631,2394,0,378,NA
SON,Sahuaripa,5626,2939,2687,0,144,NA
SON,San Felipe de Jesús,407,209,198,0,5,NA
SON,San Javier,557,303,254,0,82,NA
SON,San Luis Río Colorado,192739,96354,96385,140,17412,NA
SON,San Miguel de Horcasitas,9081,4740,4341,28,3717,NA
SON,San Pedro de la Cueva,1481,803,678,0,91,NA
SON,Santa Ana,16248,8016,8232,0,1246,NA
SON,Santa Cruz,1768,860,908,0,173,NA
SON,Sáric,1567,824,743,18,246,NA
SON,Soyopa,1420,764,656,0,42,NA
SON,Suaqui Grande,1142,625,517,0,127,NA
SON,Tepache,1230,635,595,0,193,NA
SON,Trincheras,1577,876,701,1,101,NA
SON,Tubutama,1193,609,584,2,319,NA
SON,Ures,8704,4487,4217,2,870,NA
SON,Villa Hidalgo,1523,801,722,0,82,NA
SON,Villa Pesqueira,1181,642,539,0,67,NA
SON,Yécora,6012,3024,2988,0,1146,NA
SON,General Plutarco Elías Calles,16931,8297,8634,0,0,NA
SON,Benito Juárez,21957,10988,10969,3,13600,NA
SON,San Ignacio Río Muerto,14549,7469,7080,4,8178,NA
TAB,Balancán,60516,30101,30415,4,8681,NA
TAB,Cárdenas,258554,125628,132926,292,28351,NA
TAB,Centla,110130,54577,55553,13,62682,NA
TAB,Centro,684847,333999,350848,1236,148599,Villahermosa
TAB,Comalcalco,201654,98619,103035,251,61447,NA
TAB,Cunduacán,138504,67460,71044,111,44747,NA
TAB,Emiliano Zapata,30637,14562,16075,0,2204,NA
TAB,Huimanguillo,188792,92293,96499,262,25647,NA
TAB,Jalapa,38231,19033,19198,3,4616,NA
TAB,Jalpa de Méndez,87249,43290,43959,40,39637,NA
TAB,Jonuta,30567,15127,15440,15,6885,NA
TAB,Macuspana,165729,80624,85105,78,51299,NA
TAB,Nacajuca,138366,67644,70722,112,58277,Villahermosa
TAB,Paraíso,94375,46870,47505,170,24115,NA
TAB,Tacotalpa,48784,24512,24272,0,28817,NA
TAB,Teapa,58523,28423,30100,24,7326,NA
TAB,Tenosique,59814,28830,30984,41,13873,NA
TAM,Abasolo,12100,6029,6071,4,730,NA
TAM,Aldama,29183,14643,14540,17,1158,NA
TAM,Altamira,235066,116117,118949,410,29131,Tampico
TAM,Antiguo Morelos,9902,4943,4959,6,1204,NA
TAM,Burgos,4428,2277,2151,0,17,NA
TAM,Bustamante,8062,4206,3856,0,22,NA
TAM,Camargo,15762,7886,7876,0,47,NA
TAM,Casas,4179,2189,1990,0,123,NA
TAM,Ciudad Madero,209175,99517,109658,522,29521,Tampico
TAM,Cruillas,1937,981,956,0,5,NA
TAM,Gómez Farías,9186,4687,4499,2,225,NA
TAM,González,43757,21598,22159,8,852,NA
TAM,Güémez,15560,8040,7520,18,876,NA
TAM,Guerrero,4439,2266,2173,1,150,NA
TAM,Gustavo Díaz Ordaz,15398,7774,7624,0,139,NA
TAM,Hidalgo,22799,11642,11157,0,1137,NA
TAM,Jaumave,15296,7808,7488,0,29,NA
TAM,Jiménez,8165,4069,4096,6,175,NA
TAM,Llera,16555,8441,8114,2,157,NA
TAM,Mainero,2493,1261,1232,0,182,NA
TAM,El Mante,117648,56838,60810,0,3251,NA
TAM,Matamoros,520367,253231,267136,196,20184,Matamoros
TAM,Méndez,4122,2144,1978,0,59,NA
TAM,Mier,4326,2133,2193,0,3,NA
TAM,Miguel Alemán,27447,13548,13899,6,506,NA
TAM,Miquihuana,3555,1842,1713,0,4,NA
TAM,Nuevo Laredo,399431,199807,199624,636,25221,Nuevo Laredo
TAM,Nuevo Morelos,3551,1855,1696,0,263,NA
TAM,Ocampo,13828,7062,6766,2,611,NA
TAM,Padilla,13927,6949,6978,0,58,NA
TAM,Palmillas,1705,881,824,0,7,NA
TAM,Reynosa,646202,318952,327250,7135,37681,Reynosa
TAM,Río Bravo,126887,63298,63589,72,7254,Reynosa
TAM,San Carlos,8723,4549,4174,0,13,NA
TAM,San Fernando,55981,27790,28191,19,1549,NA
TAM,San Nicolás,1038,560,478,0,0,NA
TAM,Soto la Marina,25419,12920,12499,6,1023,NA
TAM,Tampico,314418,151295,163123,849,36372,Tampico
TAM,Tula,29560,14738,14822,3,1278,NA
TAM,Valle Hermoso,64188,31473,32715,47,4102,NA
TAM,Victoria,346029,169008,177021,133,9890,NA
TAM,Villagrán,6165,3150,3015,0,207,NA
TAM,Xicoténcatl,23739,11789,11950,3,1269,NA
TLAX,Amaxac de Guerrero,11144,5464,5680,7,4102,Tlaxcala-Apizaco
TLAX,Apetatitlán de Antonio Carvajal,15271,7348,7923,16,3271,Tlaxcala-Apizaco
TLAX,Atlangatepec,6597,3223,3374,3,1094,NA
TLAX,Atltzayanca,17173,8541,8632,2,2810,NA
TLAX,Apizaco,78624,37122,41502,69,11198,Tlaxcala-Apizaco
TLAX,Calpulalpan,48385,23362,25023,0,5147,NA
TLAX,El Carmen Tequexquitla,17259,8402,8857,2,1048,NA
TLAX,Cuapiaxtla,15337,7553,7784,0,2348,NA
TLAX,Cuaxomulco,5272,2592,2680,4,1511,Tlaxcala-Apizaco
TLAX,Chiautempan,70011,33611,36400,35,14959,Tlaxcala-Apizaco
TLAX,Muñoz de Domingo Arenas,4679,2310,2369,3,666,NA
TLAX,Españita,8668,4222,4446,0,2405,NA
TLAX,Huamantla,92887,45122,47765,36,15236,NA
TLAX,Hueyotlipan,14575,7144,7431,3,3076,NA
TLAX,Ixtacuixtla de Mariano Matamoros,38324,18620,19704,16,3878,Puebla-Tlaxcala
TLAX,Ixtenco,7080,3382,3698,10,5470,NA
TLAX,Mazatecochco de José María Morelos,10901,5356,5545,0,3926,Puebla-Tlaxcala
TLAX,Contla de Juan Cuamatzi,38330,18740,19590,0,23016,Tlaxcala-Apizaco
TLAX,Tepetitla de Lardizábal,21060,10011,11049,19,3918,Puebla-Tlaxcala
TLAX,Sanctórum de Lázaro Cárdenas,9490,4636,4854,12,2177,NA
TLAX,Nanacamilpa de Mariano Arista,18115,8775,9340,6,3195,NA
TLAX,Acuamanala de Miguel Hidalgo,5925,2969,2956,0,1552,Puebla-Tlaxcala
TLAX,Natívitas,25053,12039,13014,2,4631,Puebla-Tlaxcala
TLAX,Panotla,27154,13015,14139,8,3533,Tlaxcala-Apizaco
TLAX,San Pablo del Monte,77242,38141,39101,14,42006,Puebla-Tlaxcala
TLAX,Santa Cruz Tlaxcala,20242,9815,10427,2,5429,Tlaxcala-Apizaco
TLAX,Tenancingo,12834,6306,6528,36,7108,Puebla-Tlaxcala
TLAX,Teolocholco,24380,11721,12659,7,11591,Puebla-Tlaxcala
TLAX,Tepeyanco,12047,5747,6300,7,946,Puebla-Tlaxcala
TLAX,Terrenate,14746,7356,7390,15,7942,NA
TLAX,Tetla de la Solidaridad,32613,15974,16639,41,8973,Tlaxcala-Apizaco
TLAX,Tetlatlahuca,13414,6475,6939,6,2461,Puebla-Tlaxcala
TLAX,Tlaxcala,95051,44855,50196,63,14153,Tlaxcala-Apizaco
TLAX,Tlaxco,42536,20670,21866,11,6070,NA
TLAX,Tocatlán,5843,2856,2987,0,804,Tlaxcala-Apizaco
TLAX,Totolac,21814,10338,11476,33,2415,Tlaxcala-Apizaco
TLAX,Ziltlaltépec de Trinidad Sánchez Santos,8955,4266,4689,0,6039,NA
TLAX,Tzompantepec,16359,7768,8591,63,7901,Tlaxcala-Apizaco
TLAX,Xaloztoc,23905,11855,12050,26,8507,Tlaxcala-Apizaco
TLAX,Xaltocan,10263,4938,5325,3,2257,NA
TLAX,Papalotla de Xicohténcatl,30364,14564,15800,71,7343,Puebla-Tlaxcala
TLAX,Xicohtzinco,13629,6413,7216,13,4059,Puebla-Tlaxcala
TLAX,Yauhquemehcan,38296,18389,19907,24,8561,Tlaxcala-Apizaco
TLAX,Zacatelco,42686,20186,22500,34,10597,Puebla-Tlaxcala
TLAX,Benito Juárez,6038,2960,3078,4,1813,NA
TLAX,Emiliano Zapata,4561,2210,2351,1,1193,NA
TLAX,Lázaro Cárdenas,3103,1533,1570,4,272,NA
TLAX,La Magdalena Tlaltelulco,18873,8956,9917,11,8157,Tlaxcala-Apizaco
TLAX,San Damián Texóloc,5569,2759,2810,8,1477,Tlaxcala-Apizaco
TLAX,San Francisco Tetlanohcan,10910,5333,5577,4,7374,Tlaxcala-Apizaco
TLAX,San Jerónimo Zacualpan,3767,1790,1977,0,572,Puebla-Tlaxcala
TLAX,San José Teacalco,5923,2857,3066,1,965,NA
TLAX,San Juan Huactzinco,7511,3580,3931,0,858,Puebla-Tlaxcala
TLAX,San Lorenzo Axocomanitla,5618,2701,2917,7,1229,Puebla-Tlaxcala
TLAX,San Lucas Tecopilco,3131,1549,1582,0,757,NA
TLAX,Santa Ana Nopalucan,7773,3793,3980,0,1659,Puebla-Tlaxcala
TLAX,Santa Apolonia Teacalco,4559,2145,2414,3,933,Puebla-Tlaxcala
TLAX,Santa Catarina Ayometla,8817,4200,4617,22,2497,Puebla-Tlaxcala
TLAX,Santa Cruz Quilehtla,7169,3579,3590,0,790,Puebla-Tlaxcala
TLAX,Santa Isabel Xiloxoxtla,4992,2428,2564,1,1435,Tlaxcala-Apizaco
VER,Acajete,8819,4422,4397,174,2063,NA
VER,Acatlán,3147,1544,1603,144,449,NA
VER,Acayucan,87267,41772,45495,2425,24840,Acayucan
VER,Actopan,43388,21287,22101,1985,2646,NA
VER,Acula,5350,2674,2676,306,1139,NA
VER,Acultzingo,22969,11169,11800,449,10058,NA
VER,Camarón de Tejeda,6426,3202,3224,10,412,NA
VER,Alpatláhuac,10189,5037,5152,50,1434,NA
VER,Alto Lucero de Gutiérrez Barrios,28922,14395,14527,2227,3449,NA
VER,Altotonga,65548,31417,34131,177,9327,NA
VER,Alvarado,52927,25983,26944,273,1342,Veracruz
VER,Amatitlán,7987,3896,4091,153,190,NA
VER,Naranjos Amatlán,28295,13338,14957,2550,13500,NA
VER,Amatlán de los Reyes,45430,21486,23944,2198,13378,Córdoba
VER,Angel R. Cabada,33730,16309,17421,797,2237,NA
VER,La Antigua,26920,12875,14045,517,3120,NA
VER,Apazapan,4009,1992,2017,51,881,NA
VER,Aquila,1924,925,999,9,648,NA
VER,Astacinga,6534,3095,3439,342,6465,NA
VER,Atlahuilco,10933,5328,5605,14,10413,NA
VER,Atoyac,23896,11665,12231,699,4842,NA
VER,Atzacan,21360,10378,10982,124,3516,Orizaba
VER,Atzalan,50873,25019,25854,544,4206,NA
VER,Tlaltetela,15818,7977,7841,134,3474,NA
VER,Ayahualulco,26694,13046,13648,95,1557,NA
VER,Banderilla,24822,11786,13036,285,4147,Xalapa
VER,Benito Juárez,17618,8544,9074,776,16376,NA
VER,Boca del Río,142207,66717,75490,3607,14330,Veracruz
VER,Calcahualco,12929,6367,6562,59,5433,NA
VER,Camerino Z. Mendoza,42347,19675,22672,296,12139,Orizaba
VER,Carrillo Puerto,16996,8357,8639,3147,4866,NA
VER,Catemaco,49651,23782,25869,490,6656,NA
VER,Cazones de Herrera,23675,11340,12335,1898,13432,Poza Rica
VER,Cerro Azul,26807,12578,14229,381,5624,NA
VER,Citlaltépetl,12109,5843,6266,519,9911,NA
VER,Coacoatzintla,10482,5066,5416,90,1348,NA
VER,Coahuitlán,8566,4123,4443,37,8250,NA
VER,Coatepec,92127,43901,48226,2461,16786,Xalapa
VER,Coatzacoalcos,319187,152418,166769,11972,79770,Coatzacoalcos
VER,Coatzintla,56897,27624,29273,520,26411,Poza Rica
VER,Coetzala,2236,1090,1146,11,1287,NA
VER,Colipa,5718,2791,2927,28,161,NA
VER,Comapa,19859,10095,9764,223,3507,NA
VER,Córdoba,218153,102479,115674,3913,25610,Córdoba
VER,Cosamaloapan de Carpio,57147,27069,30078,7116,9613,NA
VER,Cosautlán de Carvajal,16353,8063,8290,51,539,NA
VER,Coscomatepec,58479,28714,29765,412,9032,NA
VER,Cosoleacaque,129527,62700,66827,3596,50587,Minatitlán
VER,Cotaxtla,21013,10486,10527,1044,1578,NA
VER,Coxquihui,16754,8118,8636,65,16151,NA
VER,Coyutla,22570,10758,11812,566,20566,NA
VER,Cuichapa,12238,5838,6400,122,2060,NA
VER,Cuitláhuac,27940,13415,14525,1570,4901,NA
VER,Chacaltianguis,12494,6034,6460,70,337,NA
VER,Chalma,13479,6588,6891,200,9612,NA
VER,Chiconamel,6684,3181,3503,42,6178,NA
VER,Chiconquiaco,14394,7093,7301,38,3294,NA
VER,Chicontepec,55844,27299,28545,99,50552,NA
VER,Chinameca,16241,7834,8407,794,6275,Minatitlán
VER,Chinampa de Gorostiza,16741,8207,8534,860,7808,NA
VER,Las Choapas,81827,39677,42150,1020,11204,NA
VER,Chocamán,21102,10476,10626,725,4012,NA
VER,Chontla,14565,7145,7420,610,9376,NA
VER,Chumatlán,3880,1852,2028,53,3839,NA
VER,Emiliano Zapata,78336,37896,40440,4032,11559,Xalapa
VER,Espinal,27297,13235,14062,839,24209,NA
VER,Filomeno Mata,18367,9128,9239,113,18145,NA
VER,Fortín,66168,31198,34970,1989,9390,Córdoba
VER,Gutiérrez Zamora,24791,11665,13126,184,9453,NA
VER,Hidalgotitlán,19587,9905,9682,1406,6958,NA
VER,Huatusco,60674,29144,31530,2055,14065,NA
VER,Huayacocotla,21391,10297,11094,492,5514,NA
VER,Hueyapan de Ocampo,43309,20960,22349,493,20126,NA
VER,Huiloapan de Cuauhtémoc,7221,3463,3758,33,987,Orizaba
VER,Ignacio de la Llave,17105,8052,9053,452,3060,NA
VER,Ilamatlán,13474,6424,7050,16,12768,NA
VER,Isla,43349,21018,22331,611,4956,NA
VER,Ixcatepec,13591,6772,6819,18,12654,NA
VER,Ixhuacán de los Reyes,11442,5663,5779,48,2186,NA
VER,Ixhuatlán del Café,23005,11448,11557,347,3774,NA
VER,Ixhuatlancillo,24896,11778,13118,502,11389,Orizaba
VER,Ixhuatlán del Sureste,15800,7913,7887,468,4597,Coatzacoalcos
VER,Ixhuatlán de Madero,54132,26299,27833,1058,46425,NA
VER,Ixmatlahuacan,5790,2833,2957,270,1065,NA
VER,Ixtaczoquitlán,68823,33177,35646,4029,21018,Orizaba
VER,Jalacingo,44488,21365,23123,337,7644,NA
VER,Xalapa,480841,226546,254295,16111,88808,Xalapa
VER,Jalcomulco,5006,2492,2514,45,933,NA
VER,Jáltipan,41644,19761,21883,5823,23074,Minatitlán
VER,Jamapa,11361,5495,5866,273,1836,Veracruz
VER,Jesús Carranza,29413,14617,14796,649,8035,NA
VER,Xico,38198,18653,19545,953,7051,NA
VER,Jilotepec,16682,8133,8549,662,3874,Xalapa
VER,Juan Rodríguez Clara,38895,19082,19813,1505,7906,NA
VER,Juchique de Ferrer,15916,7917,7999,211,545,NA
VER,Landero y Coss,1534,753,781,58,610,NA
VER,Lerdo de Tejada,19606,9072,10534,1403,3103,NA
VER,Magdalena,3043,1479,1564,169,2973,NA
VER,Maltrata,18096,8759,9337,31,766,Orizaba
VER,Manlio Fabio Altamirano,23408,11366,12042,106,3027,NA
VER,Mariano Escobedo,37285,17831,19454,1154,10247,Orizaba
VER,Martínez de la Torre,110415,52496,57919,1060,19452,NA
VER,Mecatlán,12332,6008,6324,350,12166,NA
VER,Mecayapan,17312,8319,8993,978,15691,NA
VER,Medellín de Bravo,75346,36209,39137,5552,14647,Veracruz
VER,Miahuatlán,4685,2312,2373,43,116,NA
VER,Las Minas,2920,1468,1452,39,130,NA
VER,Minatitlán,157393,75724,81669,2875,23181,Minatitlán
VER,Misantla,64249,31071,33178,160,16740,NA
VER,Mixtla de Altamirano,11646,5801,5845,157,11465,NA
VER,Moloacán,17504,8407,9097,558,2911,NA
VER,Naolinco,21816,10592,11224,1090,4523,NA
VER,Naranjal,4559,2203,2356,894,3242,NA
VER,Nautla,10866,5340,5526,82,1036,NA
VER,Nogales,37908,17888,20020,925,9024,Orizaba
VER,Oluta,16710,7973,8737,855,6458,Acayucan
VER,Omealca,24020,11609,12411,89,4698,NA
VER,Orizaba,126005,57660,68345,1261,15909,Orizaba
VER,Otatitlán,5703,2719,2984,503,1957,NA
VER,Oteapan,16222,7904,8318,416,9619,Minatitlán
VER,Ozuluama de Mascareñas,23244,11703,11541,987,3738,NA
VER,Pajapan,17480,8672,8808,421,16263,NA
VER,Pánuco,100549,49550,50999,1055,15474,Tampico
VER,Papantla,161097,80303,80794,14003,123029,Poza Rica
VER,Paso del Macho,31890,15607,16283,191,4161,NA
VER,Paso de Ovejas,33392,16457,16935,991,4505,NA
VER,La Perla,26880,13064,13816,95,22773,NA
VER,Perote,72795,35345,37450,1710,9597,NA
VER,Platón Sánchez,18145,8860,9285,20,8894,NA
VER,Playa Vicente,39205,18722,20483,1041,17047,NA
