state_abbr,municipio_name,pop,pop_male,pop_female,afromexican,indigenous,metro_area
OAX,San Pedro Coxcaltepec Cántaros,735,352,383,5,661,NA
OAX,San Pedro Comitancillo,4234,2020,2214,58,3384,NA
OAX,San Pedro el Alto,3551,1699,1852,351,3320,NA
OAX,San Pedro Huamelula,10014,4940,5074,169,8261,NA
OAX,San Pedro Huilotepec,3146,1546,1600,19,2903,NA
OAX,San Pedro Ixcatlán,11653,5590,6063,37,11268,NA
OAX,San Pedro Ixtlahuaca,8561,4147,4414,203,3896,NA
OAX,San Pedro Jaltepetongo,545,258,287,1,531,NA
OAX,San Pedro Jicayán,12387,5806,6581,1199,12052,NA
OAX,San Pedro Jocotipac,779,358,421,6,749,NA
OAX,San Pedro Juchatengo,1561,737,824,1,791,NA
OAX,San Pedro Mártir,1694,770,924,2,1638,NA
OAX,San Pedro Mártir Quiechapa,693,337,356,3,596,NA
OAX,San Pedro Mártir Yucuxaco,1239,560,679,2,1142,NA
OAX,San Pedro Mixtepec,48336,23381,24955,2463,16749,NA
OAX,San Pedro Mixtepec,1074,523,551,23,1039,NA
OAX,San Pedro Molinos,668,327,341,7,632,NA
OAX,San Pedro Nopala,720,342,378,12,502,NA
OAX,San Pedro Ocopetatillo,790,365,425,1,766,NA
OAX,San Pedro Ocotepec,2098,1001,1097,26,2078,NA
OAX,San Pedro Pochutla,47476,23090,24386,972,14920,NA
OAX,San Pedro Quiatoni,10810,5199,5611,28,10506,NA
OAX,San Pedro Sochiápam,5134,2511,2623,3,5073,NA
OAX,San Pedro Tapanatepec,15152,7469,7683,382,3783,NA
OAX,San Pedro Taviche,1208,598,610,1,1,NA
OAX,San Pedro Teozacoalco,1225,597,628,33,997,NA
OAX,San Pedro Teutila,4232,2062,2170,20,3654,NA
OAX,San Pedro Tidaá,873,407,466,0,798,NA
OAX,San Pedro Topiltepec,343,162,181,0,306,NA
OAX,San Pedro Totolápam,2626,1254,1372,12,266,NA
OAX,Villa de Tututepec de Melchor Ocampo,46152,22530,23622,17834,32477,NA
OAX,San Pedro Yaneri,910,434,476,0,904,NA
OAX,San Pedro Yólox,1698,825,873,2,1671,NA
OAX,San Pedro y San Pablo Ayutla,4813,2220,2593,62,4684,NA
OAX,Villa de Etla,10737,5020,5717,267,5808,Oaxaca
OAX,San Pedro y San Pablo Teposcolula,4016,1872,2144,356,2421,NA
OAX,San Pedro y San Pablo Tequixtepec,1680,759,921,208,1354,NA
OAX,San Pedro Yucunama,236,102,134,10,191,NA
OAX,San Raymundo Jalpan,3336,1514,1822,107,2041,NA
OAX,San Sebastián Abasolo,1933,925,1008,3,1139,NA
OAX,San Sebastián Coatlán,2678,1280,1398,8,2062,NA
OAX,San Sebastián Ixcapa,4072,1992,2080,1259,1987,NA
OAX,San Sebastián Nicananduta,1441,625,816,0,1124,NA
OAX,San Sebastián Río Hondo,3587,1750,1837,6,2909,NA
OAX,San Sebastián Tecomaxtlahuaca,8352,3929,4423,104,7554,NA
OAX,San Sebastián Teitipac,1967,889,1078,4,1811,NA
OAX,San Sebastián Tutla,18195,8340,9855,1022,8350,Oaxaca
OAX,San Simón Almolongas,2820,1318,1502,41,1545,NA
OAX,San Simón Zahuatlán,3526,1743,1783,799,3431,NA
OAX,Santa Ana,2153,1059,1094,1,1434,NA
OAX,Santa Ana Ateixtlahuaca,516,263,253,0,510,NA
OAX,Santa Ana Cuauhtémoc,727,358,369,0,703,NA
OAX,Santa Ana del Valle,2067,1014,1053,3,1948,NA
OAX,Santa Ana Tavela,762,359,403,8,229,NA
OAX,Santa Ana Tlapacoyan,1950,945,1005,734,1454,NA
OAX,Santa Ana Yareni,918,445,473,0,908,NA
OAX,Santa Ana Zegache,3773,1776,1997,11,3143,NA
OAX,Santa Catalina Quierí,871,386,485,12,867,NA
OAX,Santa Catarina Cuixtla,1427,630,797,54,924,NA
OAX,Santa Catarina Ixtepeji,2572,1226,1346,4,2310,NA
OAX,Santa Catarina Juquila,15987,7619,8368,868,12048,NA
OAX,Santa Catarina Lachatao,1068,509,559,76,1017,NA
OAX,Santa Catarina Loxicha,3905,1880,2025,32,3237,NA
OAX,Santa Catarina Mechoacán,4460,2188,2272,898,4356,NA
OAX,Santa Catarina Minas,1930,953,977,1,1017,NA
OAX,Santa Catarina Quiané,1931,948,983,34,581,NA
OAX,Santa Catarina Tayata,663,304,359,2,539,NA
OAX,Santa Catarina Ticuá,1031,469,562,2,956,NA
OAX,Santa Catarina Yosonotú,1556,709,847,11,1521,NA
OAX,Santa Catarina Zapoquila,366,171,195,1,278,NA
OAX,Santa Cruz Acatepec,1548,728,820,1,1535,NA
OAX,Santa Cruz Amilpas,12814,5939,6875,842,6796,Oaxaca
OAX,Santa Cruz de Bravo,356,168,188,0,179,NA
OAX,Santa Cruz Itundujia,11616,5500,6116,186,9566,NA
OAX,Santa Cruz Mixtepec,3425,1624,1801,291,2767,NA
OAX,Santa Cruz Nundaco,2921,1343,1578,368,2858,NA
OAX,Santa Cruz Papalutla,2127,1036,1091,8,1901,NA
OAX,Santa Cruz Tacache de Mina,2675,1282,1393,26,1702,NA
OAX,Santa Cruz Tacahua,1116,524,592,4,1068,NA
OAX,Santa Cruz Tayata,583,285,298,8,523,NA
OAX,Santa Cruz Xitla,4754,2258,2496,224,4330,NA
OAX,Santa Cruz Xoxocotlán,93188,43478,49710,4766,42700,Oaxaca
OAX,Santa Cruz Zenzontepec,18512,8987,9525,2946,17771,NA
OAX,Santa Gertrudis,2914,1416,1498,12,1279,NA
OAX,Santa Inés del Monte,2372,1154,1218,3,1556,NA
OAX,Santa Inés Yatzeche,952,418,534,107,880,NA
OAX,Santa Lucía del Camino,49459,23225,26234,2042,22708,Oaxaca
OAX,Santa Lucía Miahuatlán,3361,1622,1739,148,3223,NA
OAX,Santa Lucía Monteverde,6398,3058,3340,1328,6103,NA
OAX,Santa Lucía Ocotlán,3855,1801,2054,691,3639,NA
OAX,Santa María Alotepec,2766,1354,1412,7,2737,NA
OAX,Santa María Apazco,1720,742,978,15,1671,NA
OAX,Santa María la Asunción,3237,1436,1801,10,3174,NA
OAX,Heroica Ciudad de Tlaxiaco,39945,18550,21395,1651,29157,NA
OAX,Ayoquezco de Aldama,4418,2103,2315,405,2686,NA
OAX,Santa María Atzompa,34115,16445,17670,899,14723,Oaxaca
OAX,Santa María Camotlán,1568,742,826,18,603,NA
OAX,Santa María Colotepec,24076,11792,12284,4232,10312,NA
OAX,Santa María Cortijo,1075,521,554,577,303,NA
OAX,Santa María Coyotepec,2971,1422,1549,261,1974,Oaxaca
OAX,Santa María Chachoápam,733,347,386,0,537,NA
OAX,Villa de Chilapa de Díaz,2110,947,1163,12,1697,NA
OAX,Santa María Chilchotla,20328,9854,10474,126,19878,NA
OAX,Santa María Chimalapa,9078,4569,4509,0,0,NA
OAX,Santa María del Rosario,482,246,236,0,403,NA
OAX,Santa María del Tule,8918,4139,4779,136,3834,Oaxaca
OAX,Santa María Ecatepec,3353,1654,1699,39,3171,NA
OAX,Santa María Guelacé,813,369,444,0,647,NA
OAX,Santa María Guienagati,3168,1551,1617,30,3009,NA
OAX,Santa María Huatulco,45680,22295,23385,1769,16357,NA
OAX,Santa María Huazolotitlán,11400,5599,5801,5634,5161,NA
OAX,Santa María Ipalapa,4990,2392,2598,1140,2703,NA
OAX,Santa María Ixcatlán,488,231,257,0,388,NA
OAX,Santa María Jacatepec,9474,4444,5030,1071,7173,NA
OAX,Santa María Jalapa del Marqués,13148,6442,6706,248,8870,NA
OAX,Santa María Jaltianguis,499,226,273,164,465,NA
OAX,Santa María Lachixío,1844,860,984,17,1351,NA
OAX,Santa María Mixtequilla,4555,2189,2366,118,2811,NA
OAX,Santa María Nativitas,585,269,316,0,519,NA
OAX,Santa María Nduayaco,466,233,233,0,359,NA
OAX,Santa María Ozolotepec,3894,1883,2011,54,3572,NA
OAX,Santa María Pápalo,2086,1027,1059,2,2072,NA
OAX,Santa María Peñoles,8593,4165,4428,1734,8317,NA
OAX,Santa María Petapa,16518,7864,8654,0,0,NA
OAX,Santa María Quiegolani,1924,964,960,6,1888,NA
OAX,Santa María Sola,1471,717,754,72,1067,NA
OAX,Santa María Tataltepec,360,173,187,0,351,NA
OAX,Santa María Tecomavaca,1692,818,874,195,1416,NA
OAX,Santa María Temaxcalapa,901,450,451,1,883,NA
OAX,Santa María Temaxcaltepec,2571,1206,1365,27,2419,NA
OAX,Santa María Teopoxco,4214,1943,2271,26,4088,NA
OAX,Santa María Tepantlali,3465,1693,1772,24,3428,NA
OAX,Santa María Texcatitlán,981,467,514,3,975,NA
OAX,Santa María Tlahuitoltepec,8922,4248,4674,31,8777,NA
OAX,Santa María Tlalixtac,1635,806,829,7,1579,NA
OAX,Santa María Tonameca,25130,12378,12752,706,16722,NA
OAX,Santa María Totolapilla,839,403,436,19,717,NA
OAX,Santa María Xadani,8795,4340,4455,22,8339,NA
OAX,Santa María Yalina,267,125,142,0,266,NA
OAX,Santa María Yavesía,472,212,260,0,464,NA
OAX,Santa María Yolotepec,411,190,221,0,410,NA
OAX,Santa María Yosoyúa,1514,748,766,268,1494,NA
OAX,Santa María Yucuhiti,6048,2870,3178,73,6021,NA
OAX,Santa María Zacatepec,16340,7756,8584,1745,7609,NA
OAX,Santa María Zaniza,2234,1063,1171,1,2192,NA
OAX,Santa María Zoquitlán,2939,1441,1498,1,68,NA
OAX,Santiago Amoltepec,12683,6100,6583,366,12210,NA
OAX,Santiago Apoala,875,406,469,6,847,NA
OAX,Santiago Apóstol,3995,1799,2196,164,3555,NA
OAX,Santiago Astata,3708,1848,1860,8,3312,NA
OAX,Santiago Atitlán,2920,1453,1467,13,2888,NA
OAX,Santiago Ayuquililla,2583,1217,1366,413,1731,NA
OAX,Santiago Cacaloxtepec,1441,691,750,168,1256,NA
OAX,Santiago Camotlán,3082,1488,1594,2,3031,NA
OAX,Santiago Comaltepec,967,456,511,15,950,NA
OAX,Santiago Chazumba,4371,1937,2434,70,2679,NA
OAX,Santiago Choápam,4983,2384,2599,7,4916,NA
OAX,Santiago del Río,518,242,276,2,279,NA
OAX,Santiago Huajolotitlán,4083,1888,2195,115,1179,NA
OAX,Santiago Huauclilla,529,248,281,28,424,NA
OAX,Santiago Ihuitlán Plumas,351,153,198,4,172,NA
OAX,Santiago Ixcuintepec,1598,774,824,161,1578,NA
OAX,Santiago Ixtayutla,13041,6278,6763,20,11885,NA
OAX,Santiago Jamiltepec,19201,9134,10067,4147,11177,NA
OAX,Santiago Jocotepec,14135,6910,7225,44,13383,NA
OAX,Santiago Juxtlahuaca,36275,17285,18990,1159,32495,NA
OAX,Santiago Lachiguiri,4886,2445,2441,87,4576,NA
OAX,Santiago Lalopa,498,250,248,2,491,NA
OAX,Santiago Laollaga,3326,1642,1684,192,2534,NA
OAX,Santiago Laxopa,1292,608,684,0,1286,NA
OAX,Santiago Llano Grande,3284,1633,1651,1616,605,NA
OAX,Santiago Matatlán,9681,4498,5183,36,9133,NA
OAX,Santiago Miltepec,393,189,204,3,238,NA
OAX,Santiago Minas,1445,705,740,242,540,NA
OAX,Santiago Nacaltepec,1785,842,943,9,880,NA
OAX,Santiago Nejapilla,202,104,98,1,147,NA
OAX,Santiago Nundiche,877,412,465,1,856,NA
OAX,Santiago Nuyoó,1820,868,952,0,1797,NA
OAX,Santiago Pinotepa Nacional,53148,25833,27315,18002,27597,NA
OAX,Santiago Suchilquitongo,10397,4985,5412,233,6159,NA
OAX,Santiago Tamazola,4250,2015,2235,33,3590,NA
OAX,Santiago Tapextla,3208,1623,1585,2686,1090,NA
OAX,Villa Tejúpam de la Unión,2403,1149,1254,12,1946,NA
OAX,Santiago Tenango,1995,995,1000,42,1135,NA
OAX,Santiago Tepetlapa,114,50,64,0,57,NA
OAX,Santiago Tetepec,4994,2495,2499,1276,3432,NA
OAX,Santiago Texcalcingo,3098,1479,1619,6,3048,NA
OAX,Santiago Textitlán,4404,2198,2206,160,3782,NA
OAX,Santiago Tilantongo,2956,1349,1607,17,2798,NA
OAX,Santiago Tillo,523,242,281,13,362,NA
OAX,Santiago Tlazoyaltepec,4662,2108,2554,246,4632,NA
OAX,Santiago Xanica,3101,1552,1549,290,2873,NA
OAX,Santiago Xiacuí,1736,828,908,0,1656,NA
OAX,Santiago Yaitepec,4352,1980,2372,49,4204,NA
OAX,Santiago Yaveo,6885,3430,3455,20,5382,NA
OAX,Santiago Yolomécatl,2090,955,1135,35,467,NA
OAX,Santiago Yosondúa,8330,3904,4426,419,7731,NA
OAX,Santiago Yucuyachi,936,456,480,4,735,NA
OAX,Santiago Zacatepec,5187,2537,2650,16,5105,NA
OAX,Santiago Zoochila,402,196,206,1,401,NA
OAX,Nuevo Zoquiápam,1654,797,857,1,1453,NA
OAX,Santo Domingo Ingenio,7965,3949,4016,69,3786,NA
OAX,Santo Domingo Albarradas,755,355,400,5,745,NA
OAX,Santo Domingo Armenta,3469,1722,1747,2640,866,NA
OAX,Santo Domingo Chihuitán,1486,722,764,198,1095,NA
OAX,Santo Domingo de Morelos,10738,5112,5626,1070,10143,NA
OAX,Santo Domingo Ixcatlán,652,288,364,2,590,NA
OAX,Santo Domingo Nuxaá,3124,1528,1596,11,3032,NA
OAX,Santo Domingo Ozolotepec,870,421,449,202,684,NA
OAX,Santo Domingo Petapa,9157,4607,4550,3362,8110,NA
OAX,Santo Domingo Roayaga,1020,486,534,2,912,NA
OAX,Santo Domingo Tehuantepec,64639,31016,33623,1018,40341,Tehuantepec
OAX,Santo Domingo Teojomulco,5093,2482,2611,1522,4592,NA
OAX,Santo Domingo Tepuxtepec,4815,2216,2599,123,4645,NA
OAX,Santo Domingo Tlatayápam,132,60,72,0,96,NA
OAX,Santo Domingo Tomaltepec,2988,1477,1511,140,2613,Oaxaca
OAX,Santo Domingo Tonalá,6921,3285,3636,124,4818,NA
OAX,Santo Domingo Tonaltepec,235,113,122,1,197,NA
OAX,Santo Domingo Xagacía,1030,495,535,1,1003,NA
OAX,Santo Domingo Yanhuitlán,1503,703,800,22,1192,NA
OAX,Santo Domingo Yodohino,314,158,156,0,93,NA
OAX,Santo Domingo Zanatepec,12161,6022,6139,151,4341,NA
OAX,Santos Reyes Nopala,17583,8411,9172,170,16440,NA
OAX,Santos Reyes Pápalo,2600,1209,1391,305,2545,NA
OAX,Santos Reyes Tepejillo,980,422,558,57,952,NA
OAX,Santos Reyes Yucuná,1380,679,701,4,1366,NA
OAX,Santo Tomás Jalieza,3617,1703,1914,10,3259,NA
OAX,Santo Tomás Mazaltepec,2632,1261,1371,54,2486,NA
OAX,Santo Tomás Ocotepec,3705,1740,1965,7,3675,NA
OAX,Santo Tomás Tamazulapan,2132,1025,1107,9,1329,NA
OAX,San Vicente Coatlán,3923,1808,2115,7,3632,NA
OAX,San Vicente Lachixío,2961,1377,1584,530,2079,NA
OAX,San Vicente Nuñú,413,193,220,0,90,NA
OAX,Silacayoápam,6495,3032,3463,61,3944,NA
OAX,Sitio de Xitlapehua,669,309,360,2,321,NA
OAX,Soledad Etla,5591,2714,2877,123,2438,Oaxaca
OAX,Villa de Tamazulápam del Progreso,7707,3611,4096,131,4087,NA
OAX,Tanetze de Zaragoza,1622,772,850,1,1579,NA
OAX,Taniche,825,376,449,32,457,NA
OAX,Tataltepec de Valdés,5869,2819,3050,314,5620,NA
OAX,Teococuilco de Marcos Pérez,1016,473,543,3,1004,NA
OAX,Teotitlán de Flores Magón,9876,4593,5283,286,5918,NA
OAX,Teotitlán del Valle,5784,2754,3030,367,5623,NA
OAX,Teotongo,931,426,505,41,824,NA
OAX,Tepelmeme Villa de Morelos,1607,733,874,4,470,NA
OAX,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",11034,5105,5929,286,8757,NA
OAX,San Jerónimo Tlacochahuaya,5491,2587,2904,104,5009,NA
OAX,Tlacolula de Matamoros,22545,10547,11998,1078,14690,NA
OAX,Tlacotepec Plumas,438,212,226,39,357,NA
OAX,Tlalixtac de Cabrera,10208,4803,5405,1211,7408,Oaxaca
OAX,Totontepec Villa de Morelos,5361,2568,2793,24,5233,NA
OAX,Trinidad Zaachila,3032,1427,1605,36,1972,NA
OAX,La Trinidad Vista Hermosa,260,118,142,2,117,NA
OAX,Unión Hidalgo,15347,7418,7929,190,12521,NA
OAX,Valerio Trujano,1371,627,744,403,1087,NA
OAX,San Juan Bautista Valle Nacional,22699,10883,11816,111,19631,NA
OAX,Villa Díaz Ordaz,6646,3049,3597,694,6323,NA
OAX,Yaxe,2789,1360,1429,4,2344,NA
OAX,Magdalena Yodocono de Porfirio Díaz,1554,758,796,8,1131,NA
OAX,Yogana,1264,580,684,5,896,NA
OAX,Yutanduchi de Guerrero,1129,528,601,25,1034,NA
OAX,Villa de Zaachila,43279,20606,22673,480,20241,Oaxaca
OAX,San Mateo Yucutindoo,3010,1500,1510,38,1669,NA
OAX,Zapotitlán Lagunas,3142,1503,1639,11,2447,NA
OAX,Zapotitlán Palmas,1431,658,773,7,1365,NA
OAX,Santa Inés de Zaragoza,1616,759,857,19,1470,NA
OAX,Zimatlán de Álvarez,19849,9271,10578,845,12068,NA
PUE,Acajete,65048,30952,34096,30,28234,Puebla-Tlaxcala
PUE,Acateno,9095,4492,4603,24,1437,NA
PUE,Acatlán,35764,16588,19176,34,11565,NA
PUE,Acatzingo,59077,28650,30427,6,10951,NA
PUE,Acteopan,2989,1412,1577,0,2387,NA
PUE,Ahuacatlán,15637,7264,8373,7,14724,NA
PUE,Ahuatlán,3186,1498,1688,1,624,NA
PUE,Ahuazotepec,11269,5496,5773,16,3196,NA
PUE,Ahuehuetitla,1803,850,953,16,744,NA
PUE,Ajalpan,65854,31699,34155,14,40721,NA
PUE,Albino Zertuche,1790,822,968,0,1321,NA
PUE,Aljojuca,6521,3135,3386,1,1062,NA
PUE,Altepexi,21100,10258,10842,2,18507,NA
PUE,Amixtlán,4832,2299,2533,0,4187,NA
PUE,Amozoc,117244,56978,60266,129,31481,Puebla-Tlaxcala
PUE,Aquixtla,8768,4329,4439,0,2416,NA
PUE,Atempan,28306,13027,15279,0,23773,NA
PUE,Atexcal,3679,1776,1903,0,1914,NA
PUE,Atlixco,134364,63603,70761,133,43944,NA
PUE,Atoyatempan,7039,3388,3651,0,3332,NA
PUE,Atzala,1326,628,698,3,214,NA
PUE,Atzitzihuacán,12230,5768,6462,6,7497,NA
PUE,Atzitzintla,9344,4601,4743,16,1129,NA
PUE,Axutla,902,419,483,5,301,NA
PUE,Ayotoxco de Guerrero,8558,4167,4391,24,6142,NA
PUE,Calpan,14440,6854,7586,0,6392,NA
PUE,Caltepec,3886,1812,2074,0,3593,NA
PUE,Camocuautla,2624,1283,1341,0,2533,NA
PUE,Caxhuacan,3637,1704,1933,3,3495,NA
PUE,Coatepec,756,362,394,0,672,NA
PUE,Coatzingo,2951,1384,1567,0,259,NA
PUE,Cohetzala,1379,695,684,38,1089,NA
PUE,Cohuecan,4885,2324,2561,0,3456,NA
PUE,Coronango,40949,20055,20894,20,14145,Puebla-Tlaxcala
PUE,Coxcatlán,20459,9587,10872,6,12992,NA
PUE,Coyomeapan,13942,6568,7374,1,13511,NA
PUE,Coyotepec,2221,1017,1204,0,1084,NA
PUE,Cuapiaxtla de Madero,10101,4980,5121,0,2713,NA
PUE,Cuautempan,9337,4499,4838,8,8399,NA
PUE,Cuautinchán,10179,5015,5164,1,5425,NA
PUE,Cuautlancingo,112225,54338,57887,226,23374,Puebla-Tlaxcala
PUE,Cuayuca de Andrade,3163,1545,1618,0,867,NA
PUE,Cuetzalan del Progreso,47983,22916,25067,56,44428,NA
PUE,Cuyoaco,15704,7386,8318,10,4928,NA
PUE,Chalchicomula de Sesma,46778,22124,24654,23,12537,NA
PUE,Chapulco,7752,3718,4034,6,2601,NA
PUE,Chiautla,20155,9686,10469,47,8815,NA
PUE,Chiautzingo,20441,9726,10715,4,6440,Puebla-Tlaxcala
PUE,Chiconcuautla,16569,8030,8539,0,15841,NA
PUE,Chichiquila,25978,12181,13797,91,21607,NA
PUE,Chietla,34415,16563,17852,15,4833,NA
PUE,Chigmecatitlán,1137,499,638,0,907,NA
PUE,Chignahuapan,62028,30268,31760,0,2545,NA
PUE,Chignautla,34196,16279,17917,13,25402,Teziutlán
PUE,Chila,4515,2154,2361,0,166,NA
PUE,Chila de la Sal,1362,645,717,5,567,NA
PUE,Honey,7857,3759,4098,0,1412,NA
PUE,Chilchotla,20010,9800,10210,0,10943,NA
PUE,Chinantla,2221,1044,1177,5,559,NA
PUE,Domingo Arenas,7421,3487,3934,8,1858,Puebla-Tlaxcala
PUE,Eloxochitlán,12520,5903,6617,0,12018,NA
PUE,Epatlán,4879,2382,2497,0,1446,NA
PUE,Esperanza,14974,7214,7760,0,1357,NA
PUE,Francisco Z. Mena,16677,8355,8322,29,8938,NA
PUE,General Felipe Ángeles,20511,9686,10825,0,3801,NA
PUE,Guadalupe,5755,2662,3093,4,1404,NA
PUE,Guadalupe Victoria,16923,8147,8776,2,3357,NA
PUE,Hermenegildo Galeana,7611,3718,3893,0,7314,NA
PUE,Huaquechula,24787,11679,13108,18,11224,NA
PUE,Huatlatlauca,6317,2848,3469,0,5882,NA
PUE,Huauchinango,103509,48672,54837,4,46287,NA
PUE,Huehuetla,18803,9203,9600,24,18366,NA
PUE,Huehuetlán el Chico,8443,4115,4328,15,1615,NA
PUE,Huejotzingo,73771,35687,38084,63,16367,Puebla-Tlaxcala
PUE,Hueyapan,12897,6089,6808,1,12203,NA
PUE,Hueytamalco,25981,12589,13392,24,7516,NA
PUE,Hueytlalpan,5186,2535,2651,0,5107,NA
PUE,Huitzilan de Serdán,15096,7503,7593,11,14677,NA
PUE,Huitziltepec,5373,2571,2802,0,1722,NA
PUE,Atlequizayan,2562,1208,1354,0,2539,NA
PUE,Ixcamilpa de Guerrero,3635,1723,1912,118,1552,NA
PUE,Ixcaquixtla,8752,4122,4630,3,3930,NA
PUE,Ixtacamaxtitlán,24512,11937,12575,3,7608,NA
PUE,Ixtepec,6975,3373,3602,1,6858,NA
PUE,Izúcar de Matamoros,77601,36341,41260,31,16171,NA
PUE,Jalpan,12077,5714,6363,1,5025,NA
PUE,Jolalpan,13120,6346,6774,0,6891,NA
PUE,Jonotla,4504,2201,2303,14,4308,NA
PUE,Jopala,12818,6254,6564,0,8495,NA
PUE,Juan C. Bonilla,21253,10041,11212,6,5355,Puebla-Tlaxcala
PUE,Juan Galindo,10685,4922,5763,7,6009,NA
PUE,Juan N. Méndez,5192,2562,2630,1,2383,NA
PUE,Lafragua,7817,3835,3982,0,699,NA
PUE,Libres,33784,16386,17398,6,7866,NA
PUE,La Magdalena Tlatlauquitepec,469,241,228,0,134,NA
PUE,Mazapiltepec de Juárez,2826,1399,1427,0,77,NA
PUE,Mixtla,2333,1105,1228,1,289,NA
PUE,Molcaxac,6352,2996,3356,0,3248,NA
PUE,Cañada Morelos,19174,9221,9953,5,2284,NA
PUE,Naupan,9974,4747,5227,0,9630,NA
PUE,Nauzontla,3294,1548,1746,3,2553,NA
PUE,Nealtican,12442,5870,6572,2,9137,NA
PUE,Nicolás Bravo,6259,2982,3277,0,2427,NA
PUE,Nopalucan,30848,15138,15710,0,7236,NA
PUE,Ocotepec,4735,2248,2487,0,2075,NA
PUE,Ocoyucan,28220,13425,14795,4,9216,Puebla-Tlaxcala
PUE,Olintla,11517,5565,5952,0,11113,NA
PUE,Oriental,18239,8741,9498,0,4045,NA
PUE,Pahuatlán,22002,10260,11742,0,14354,NA
PUE,Palmar de Bravo,46233,22848,23385,3,3853,NA
PUE,Pantepec,18102,8722,9380,10,15298,NA
PUE,Petlalcingo,9623,4534,5089,11,2266,NA
PUE,Piaxtla,4322,2095,2227,5,720,NA
PUE,Puebla,1576259,746734,829525,3685,383691,Puebla-Tlaxcala
PUE,Quecholac,50962,24784,26178,34,7258,NA
PUE,Quimixtlán,22136,10700,11436,8,10978,NA
PUE,Rafael Lara Grajales,14159,6800,7359,36,4905,NA
PUE,Los Reyes de Juárez,27454,13409,14045,6,3841,NA
PUE,San Andrés Cholula,137290,67537,69753,407,23223,Puebla-Tlaxcala
PUE,San Antonio Cañada,5590,2617,2973,1,3885,NA
PUE,San Diego la Mesa Tochimiltzingo,1198,604,594,0,199,NA
PUE,San Felipe Teotlalcingo,10456,5001,5455,5,1755,Puebla-Tlaxcala
PUE,San Felipe Tepatlán,3838,1859,1979,0,3494,NA
PUE,San Gabriel Chilac,15763,7435,8328,7,12314,NA
PUE,San Gregorio Atzompa,8962,4384,4578,1,2495,Puebla-Tlaxcala
PUE,San Jerónimo Tecuanipan,6265,2969,3296,8,3002,NA
PUE,San Jerónimo Xayacatlán,3441,1610,1831,3,3055,NA
PUE,San José Chiapa,8692,4257,4435,2,325,NA
PUE,San José Miahuatlán,13159,6343,6816,0,12749,NA
PUE,San Juan Atenco,3362,1545,1817,0,738,NA
PUE,San Juan Atzompa,856,445,411,0,459,NA
PUE,San Martín Texmelucan,152051,72952,79099,50,27796,Puebla-Tlaxcala
PUE,San Martín Totoltepec,699,341,358,0,378,NA
PUE,San Matías Tlalancaleca,20175,9861,10314,22,4340,NA
PUE,San Miguel Ixitlán,477,227,250,0,84,NA
PUE,San Miguel Xoxtla,12341,5933,6408,5,3660,Puebla-Tlaxcala
PUE,San Nicolás Buenos Aires,9972,4790,5182,7,1046,NA
PUE,San Nicolás de los Ranchos,11734,5788,5946,0,0,NA
PUE,San Pablo Anicano,3534,1689,1845,1,593,NA
PUE,San Pedro Cholula,129032,61397,67635,163,38180,Puebla-Tlaxcala
PUE,San Pedro Yeloixtlahuaca,3320,1590,1730,1,826,NA
PUE,San Salvador el Seco,30303,14554,15749,3,2883,NA
PUE,San Salvador el Verde,31355,15301,16054,36,6943,Puebla-Tlaxcala
PUE,San Salvador Huixcolotla,14810,7230,7580,5,6188,NA
PUE,San Sebastián Tlacotepec,14092,6944,7148,2,13754,NA
PUE,Santa Catarina Tlaltempan,756,374,382,0,734,NA
PUE,Santa Inés Ahuatempan,6289,2963,3326,0,3778,NA
PUE,Santa Isabel Cholula,9236,4376,4860,0,2347,NA
PUE,Santiago Miahuatlán,25228,12187,13041,110,11738,Tehuacán
PUE,Huehuetlán el Grande,7242,3477,3765,0,3021,NA
PUE,Santo Tomás Hueyotlipan,8511,4088,4423,0,1030,NA
PUE,Soltepec,12226,5911,6315,0,667,NA
PUE,Tecali de Herrera,21992,10647,11345,9,9456,NA
PUE,Tecamachalco,77061,37133,39928,57,9991,NA
PUE,Tecomatlán,5461,2574,2887,50,906,NA
PUE,Tehuacán,319375,150016,169359,549,128319,Tehuacán
PUE,Tehuitzingo,11156,5234,5922,9,1005,NA
PUE,Tenampulco,6975,3400,3575,0,3282,NA
PUE,Teopantlán,3707,1642,2065,0,2887,NA
PUE,Teotlalco,3135,1529,1606,1,433,NA
PUE,Tepanco de López,20580,9758,10822,4,8152,NA
PUE,Tepango de Rodríguez,3947,1845,2102,0,3792,NA
PUE,Tepatlaxco de Hidalgo,17472,8459,9013,2,7296,Puebla-Tlaxcala
PUE,Tepeaca,80507,38159,42348,15,9087,NA
PUE,Tepemaxalco,1124,549,575,0,692,NA
PUE,Tepeojuma,8492,3979,4513,1,2386,NA
PUE,Tepetzintla,11622,5563,6059,0,11406,NA
PUE,Tepexco,6793,3304,3489,3,1267,NA
PUE,Tepexi de Rodríguez,20598,9950,10648,4,9301,NA
PUE,Tepeyahualco,16892,8246,8646,0,1228,NA
PUE,Tepeyahualco de Cuauhtémoc,3534,1681,1853,0,385,NA
PUE,Tetela de Ocampo,28139,13553,14586,2,16165,NA
PUE,Teteles de Avila Castillo,5869,2686,3183,2,3792,NA
PUE,Teziutlán,97590,45918,51672,56,32666,Teziutlán
